source_session_path,site,garage,connection_time,disconnect_time,energy_delivered_kwh,maximum_observed_power_kw,maximum_pilot_a,source_compressed_bytes,resource_id
time series data/caltech/California_Garage_02/2-6-3-1631-2019-10-20T15-41-37-914575.csv.gz,caltech,California_Garage_02,2019-10-20T15:41:39+00:00,2019-10-20T18:33:18+00:00,19.97192,9.46136,80.0,32909,ev_0598
time series data/caltech/California_Garage_02/2-6-3-1628-2020-04-18T16-54-56-505756.csv.gz,caltech,California_Garage_02,2020-04-18T16:54:59+00:00,2020-04-18T17:13:33+00:00,3.28609,11.31669,80.0,5174,ev_0599
time series data/caltech/N_Wilson_Garage_01/2-137-521-3845-2020-06-29T05-05-09-835841.csv.gz,caltech,N_Wilson_Garage_01,2020-06-29T05:05:09.835841+00:00,2020-06-29T05:32:23.809900+00:00,12.691,40.2499,125.0,2823,ev_0600
time series data/caltech/California_Garage_01/2-39-130-31-2018-12-21T18-07-14-239500.csv.gz,caltech,California_Garage_01,2018-12-21T18:07:14+00:00,2018-12-21T20:15:59+00:00,2.75742,3.6,32.0,19301,ev_0601
time series data/caltech/California_Garage_01/2-39-79-383-2020-01-10T18-03-25-631999.csv.gz,caltech,California_Garage_01,2020-01-10T18:03:29+00:00,2020-01-11T00:29:05+00:00,12.25057,6.26,32.0,40079,ev_0602
time series data/caltech/N_Wilson_Garage_01/2-137-521-3845-2020-10-10T03-12-50-348346.csv.gz,caltech,N_Wilson_Garage_01,2020-10-10T03:12:51.508742+00:00,2020-10-10T03:44:21.884378+00:00,8.425,36.3868,125.0,3203,ev_0603
time series data/caltech/California_Garage_02/2-6-3-1623-2020-05-03T19-04-32-940948.csv.gz,caltech,California_Garage_02,2020-05-03T19:04:35+00:00,2020-05-03T19:30:04+00:00,3.91303,10.7709,79.0,7008,ev_0604
time series data/caltech/California_Garage_01/2-39-78-364-2019-04-22T16-28-55-261183.csv.gz,caltech,California_Garage_01,2019-04-22T16:28:55+00:00,2019-04-22T20:14:08+00:00,0.86433,6.7808,0.0,21644,ev_0605
time series data/caltech/California_Garage_01/2-39-92-436-2018-07-27T15-20-30-346733.csv.gz,caltech,California_Garage_01,2018-07-27T15:20:30+00:00,2018-07-28T00:32:32+00:00,10.40404,6.713,,58533,ev_0606
time series data/caltech/California_Garage_01/2-39-78-363-2018-12-03T18-08-07-971822.csv.gz,caltech,California_Garage_01,2018-12-03T18:08:08+00:00,2018-12-04T03:08:04+00:00,13.02699,3.42597,0.0,75452,ev_0607
time series data/caltech/California_Garage_02/2-6-3-1631-2020-06-13T00-40-59-899680.csv.gz,caltech,California_Garage_02,2020-06-13T00:41:01+00:00,2020-06-13T01:35:45+00:00,7.69148,16.8434,80.0,10665,ev_0608
time series data/caltech/California_Garage_02/2-6-3-1631-2020-02-01T04-38-07-738788.csv.gz,caltech,California_Garage_02,2020-02-01T04:38:08+00:00,2020-02-01T05:34:26+00:00,1.49416,10.73868,80.0,6639,ev_0609
time series data/caltech/California_Garage_01/2-39-128-18-2018-07-30T15-46-04-918643.csv.gz,caltech,California_Garage_01,2018-07-30T15:46:08+00:00,2018-07-30T23:58:16+00:00,7.83506,6.72,,30256,ev_0610
time series data/caltech/California_Garage_01/2-39-129-17-2019-04-25T15-49-41-088498.csv.gz,caltech,California_Garage_01,2019-04-25T15:49:44+00:00,2019-04-26T00:58:37+00:00,4.64348,3.64,32.0,45320,ev_0611
time series data/caltech/California_Garage_02/2-6-3-1632-2020-10-17T17-35-54-468258.csv.gz,caltech,California_Garage_02,2020-10-17T17:35:54+00:00,2020-10-17T18:41:41+00:00,11.75687,10.99616,72.0,4469,ev_0612
time series data/office_01/Parking_Lot_01/19-102-260-1638-2019-08-21T20-22-02-264666.csv.gz,office_01,Parking_Lot_01,2019-08-21T20:22:02+00:00,2019-08-22T02:20:34+00:00,0.6523,3.277,32.0,24531,ev_0613
time series data/caltech/California_Garage_01/2-39-131-30-2018-07-14T05-14-33-300770.csv.gz,caltech,California_Garage_01,2018-07-14T05:14:33+00:00,2018-07-14T06:08:31+00:00,4.61325,5.287,,9371,ev_0614
time series data/caltech/California_Garage_01/2-39-127-19-2018-08-14T16-11-14-822268.csv.gz,caltech,California_Garage_01,2018-08-14T16:11:18+00:00,2018-08-14T21:53:38+00:00,2.60268,3.422,,24268,ev_0615
time series data/caltech/California_Garage_01/2-39-78-361-2018-05-29T15-33-56-243626.csv.gz,caltech,California_Garage_01,2018-05-29T15:33:56+00:00,2018-05-29T16:21:22+00:00,1.68058,3.56824,,8358,ev_0616
time series data/caltech/California_Garage_01/2-39-126-20-2018-07-22T22-53-04-046760.csv.gz,caltech,California_Garage_01,2018-07-22T22:53:04+00:00,2018-07-22T23:05:13+00:00,1.28505,6.922,,2611,ev_0617
time series data/caltech/California_Garage_01/2-39-89-25-2019-01-05T06-38-52-714347.csv.gz,caltech,California_Garage_01,2019-01-05T06:38:56+00:00,2019-01-05T20:31:05+00:00,39.76097,7.144,32.0,101048,ev_0618
time series data/caltech/California_Garage_02/2-6-3-4515-2020-09-12T06-27-35-829671.csv.gz,caltech,California_Garage_02,2020-09-12T06:27:43+00:00,2020-09-12T06:30:39+00:00,0.28956,11.32176,80.0,425,ev_0619
time series data/caltech/California_Garage_01/2-39-91-441-2019-03-28T20-45-42-930497.csv.gz,caltech,California_Garage_01,2019-03-28T20:45:48+00:00,2019-03-28T22:04:44+00:00,4.30521,3.554,32.0,9680,ev_0620
time series data/caltech/S_Wilson_Garage_01/2-105-277-1698-2020-02-27T21-47-50-631283.csv.gz,caltech,S_Wilson_Garage_01,2020-02-27T21:47:54+00:00,2020-02-28T02:19:33+00:00,0.4124,1.64,8.0,17143,ev_0621
time series data/caltech/California_Garage_01/2-39-95-27-2018-08-15T03-18-07-838963.csv.gz,caltech,California_Garage_01,2018-08-15T03:18:11+00:00,2018-08-15T04:39:26+00:00,8.81772,6.82,,14813,ev_0622
time series data/caltech/California_Garage_01/2-39-92-436-2019-07-01T17-16-02-148553.csv.gz,caltech,California_Garage_01,2019-07-01T17:16:02+00:00,2019-07-02T02:14:58+00:00,15.06023,6.859,32.0,53124,ev_0623
time series data/caltech/N_Wilson_Garage_01/2-137-441-3009-2020-06-27T04-31-45-220754.csv.gz,caltech,N_Wilson_Garage_01,2020-06-27T04:31:49+00:00,2020-06-27T21:25:10+00:00,30.54682,6.899,32.0,91854,ev_0624
time series data/caltech/California_Garage_01/2-39-91-437-2020-01-25T16-36-03-069820.csv.gz,caltech,California_Garage_01,2020-01-25T19:57:21+00:00,2020-01-25T20:20:44+00:00,13.19979,3.6,20.0,4522,ev_0625
time series data/caltech/California_Garage_01/2-39-131-30-2018-08-10T15-17-31-488885.csv.gz,caltech,California_Garage_01,2018-08-10T15:17:31+00:00,2018-08-10T17:29:02+00:00,0.45207,2.342,,9307,ev_0626
time series data/jpl/Arroyo_Garage_01/1-1-194-818-2020-10-07T14-58-35-368704.csv.gz,jpl,Arroyo_Garage_01,2020-10-07T14:58:35+00:00,2020-10-07T16:20:48+00:00,2.3981,2.351,14.0,15908,ev_0627
time series data/caltech/California_Garage_02/2-6-3-1627-2019-08-05T19-34-59-145159.csv.gz,caltech,California_Garage_02,2019-08-05T19:34:59+00:00,2019-08-05T22:01:50+00:00,6.03443,10.90575,80.0,17069,ev_0628
time series data/caltech/California_Garage_01/2-39-79-382-2018-08-09T14-49-58-117909.csv.gz,caltech,California_Garage_01,2018-08-09T14:49:58+00:00,2018-08-10T00:34:30+00:00,5.58542,3.446,,41331,ev_0629
time series data/caltech/N_Wilson_Garage_01/2-137-441-3012-2020-01-06T16-36-40-360516.csv.gz,caltech,N_Wilson_Garage_01,2020-01-06T16:36:40+00:00,2020-01-07T01:55:45+00:00,36.38244,6.615,32.0,81368,ev_0630
time series data/caltech/California_Garage_01/2-39-78-365-2018-09-28T10-43-10-692783.csv.gz,caltech,California_Garage_01,2018-09-28T10:43:19+00:00,2018-09-28T13:07:35+00:00,6.03297,3.4971,,22424,ev_0631
time series data/caltech/California_Garage_01/2-39-126-20-2018-09-29T21-03-58-197295.csv.gz,caltech,California_Garage_01,2018-09-29T21:03:58+00:00,2018-09-29T22:39:59+00:00,9.77751,6.967,,17067,ev_0632
time series data/caltech/California_Garage_01/2-39-78-360-2018-07-02T15-09-00-127387.csv.gz,caltech,California_Garage_01,2018-07-02T15:09:00+00:00,2018-07-03T00:08:52+00:00,4.95849,3.53766,,52138,ev_0633
time series data/caltech/California_Garage_01/2-39-131-30-2019-10-05T21-09-40-240190.csv.gz,caltech,California_Garage_01,2019-10-05T21:09:40+00:00,2019-10-05T22:57:18+00:00,0.8722,1.727,8.0,10778,ev_0634
time series data/caltech/California_Garage_01/2-39-127-19-2018-08-19T19-41-34-934013.csv.gz,caltech,California_Garage_01,2018-08-19T19:41:38+00:00,2018-08-19T19:44:43+00:00,0.18429,6.647,,777,ev_0635
time series data/caltech/California_Garage_01/2-39-88-24-2019-09-03T18-57-58-786521.csv.gz,caltech,California_Garage_01,2019-09-03T18:58:02+00:00,2019-09-04T00:05:49+00:00,0.86115,1.716,8.0,22743,ev_0636
time series data/caltech/California_Garage_02/2-6-3-1625-2019-11-17T19-39-45-961729.csv.gz,caltech,California_Garage_02,2019-11-17T19:39:48+00:00,2019-11-18T02:10:11+00:00,62.70207,16.73595,80.0,77543,ev_0637
time series data/caltech/California_Garage_01/2-39-79-376-2019-11-16T17-12-49-410458.csv.gz,caltech,California_Garage_01,2019-11-16T17:12:49+00:00,2019-11-16T20:09:37+00:00,0.77679,2.329,8.0,14558,ev_0638
time series data/caltech/California_Garage_01/2-39-91-441-2018-10-10T00-00-20-338346.csv.gz,caltech,California_Garage_01,2018-10-10T00:00:20+00:00,2018-10-10T01:12:47+00:00,8.15727,6.988,,13773,ev_0639
time series data/caltech/California_Garage_02/2-6-3-1631-2020-10-31T19-06-03-836816.csv.gz,caltech,California_Garage_02,2020-10-31T19:06:30+00:00,2020-10-31T19:48:41+00:00,7.57634,11.2548,72.0,2920,ev_0640
time series data/caltech/California_Garage_01/2-39-129-17-2020-06-18T01-38-18-424678.csv.gz,caltech,California_Garage_01,2020-06-18T01:38:18+00:00,2020-06-18T18:50:14+00:00,52.36842,7.051,32.0,128225,ev_0641
time series data/caltech/California_Garage_02/2-6-3-1623-2019-11-18T19-09-48-933972.csv.gz,caltech,California_Garage_02,2019-11-18T19:09:50+00:00,2019-11-19T04:17:44+00:00,57.6194,16.89936,80.0,94285,ev_0642
time series data/caltech/California_Garage_01/2-39-78-366-2018-07-24T15-49-51-180720.csv.gz,caltech,California_Garage_01,2018-07-24T15:49:51+00:00,2018-07-25T00:33:06+00:00,3.1438,3.47672,,43446,ev_0643
time series data/caltech/California_Garage_01/2-39-125-21-2018-08-19T04-24-49-659772.csv.gz,caltech,California_Garage_01,2018-08-19T04:24:53+00:00,2018-08-19T04:36:03+00:00,1.23241,6.899,,2279,ev_0644
time series data/caltech/California_Garage_01/2-39-91-441-2018-11-14T14-45-04-842651.csv.gz,caltech,California_Garage_01,2018-11-14T14:45:08+00:00,2018-11-14T17:49:07+00:00,14.30558,6.46,32.0,32588,ev_0645
time series data/jpl/Arroyo_Garage_01/1-1-193-825-2020-11-17T14-17-23-811767.csv.gz,jpl,Arroyo_Garage_01,2020-11-17T14:17:27+00:00,2020-11-17T22:18:21+00:00,13.72251,6.032,32.0,59931,ev_0646
time series data/caltech/California_Garage_02/2-6-3-1625-2020-04-27T19-03-31-470648.csv.gz,caltech,California_Garage_02,2020-04-27T19:03:32+00:00,2020-04-27T19:52:11+00:00,7.0611,10.7709,79.0,11915,ev_0647
time series data/caltech/California_Garage_02/2-6-3-1628-2019-11-09T12-25-40-103036.csv.gz,caltech,California_Garage_02,2019-11-09T12:25:40+00:00,2019-11-09T12:52:01+00:00,7.36242,18.26325,80.0,9186,ev_0648
time series data/caltech/California_Garage_01/2-39-79-377-2019-01-14T16-23-40-718424.csv.gz,caltech,California_Garage_01,2019-01-14T16:23:41+00:00,2019-01-15T01:39:26+00:00,39.90233,7.086,32.0,102892,ev_0649
time series data/caltech/California_Garage_01/2-39-79-379-2018-07-05T00-06-57-695272.csv.gz,caltech,California_Garage_01,2018-07-05T00:07:01+00:00,2018-07-05T14:42:46+00:00,6.53853,3.507,,52523,ev_0650
time series data/caltech/N_Wilson_Garage_01/2-137-441-2999-2020-09-01T03-48-50-128311.csv.gz,caltech,N_Wilson_Garage_01,2020-09-01T03:48:54+00:00,2020-09-05T23:52:18+00:00,48.8933,6.826,32.0,488068,ev_0651
time series data/caltech/California_Garage_02/2-6-3-1365-2019-10-16T15-32-49-903352.csv.gz,caltech,California_Garage_02,2019-10-16T15:32:51+00:00,2019-10-17T01:08:41+00:00,7.85823,6.64934,0.0,43771,ev_0652
time series data/caltech/California_Garage_01/2-39-79-380-2020-03-09T15-41-04-871328.csv.gz,caltech,California_Garage_01,2020-03-09T15:41:08+00:00,2020-03-10T01:21:44+00:00,11.63399,6.121,32.0,51545,ev_0653
time series data/caltech/California_Garage_01/2-39-127-19-2019-06-26T00-21-58-973441.csv.gz,caltech,California_Garage_01,2019-06-26T00:22:02+00:00,2019-06-26T01:51:22+00:00,1.41902,3.551,32.0,10749,ev_0654
time series data/caltech/N_Wilson_Garage_01/2-137-440-2980-2019-12-09T14-19-14-769975.csv.gz,caltech,N_Wilson_Garage_01,2019-12-09T14:19:18+00:00,2019-12-09T23:48:42+00:00,10.32144,3.328,32.0,56555,ev_0655
time series data/caltech/California_Garage_01/2-39-129-17-2018-06-02T00-07-45-007766.csv.gz,caltech,California_Garage_01,2018-06-02T00:07:45+00:00,2018-06-02T02:18:23+00:00,5.57616,3.597,,20261,ev_0656
time series data/jpl/Arroyo_Garage_01/1-1-179-815-2020-10-01T16-58-01-309070.csv.gz,jpl,Arroyo_Garage_01,2020-10-01T16:58:15+00:00,2020-10-01T20:21:24+00:00,8.73345,3.374,32.0,38687,ev_0657
time series data/caltech/California_Garage_01/2-39-89-25-2018-08-11T03-37-31-170622.csv.gz,caltech,California_Garage_01,2018-08-11T03:37:31+00:00,2018-08-11T14:48:43+00:00,13.88155,6.603,,45539,ev_0658
time series data/caltech/California_Garage_01/2-39-126-20-2019-12-18T18-50-21-367497.csv.gz,caltech,California_Garage_01,2019-12-18T18:50:21+00:00,2019-12-18T19:42:57+00:00,0.80817,1.585,8.0,7281,ev_0659
time series data/caltech/California_Garage_01/2-39-79-382-2018-10-15T13-53-20-375888.csv.gz,caltech,California_Garage_01,2018-10-15T13:53:20+00:00,2018-10-15T23:10:02+00:00,11.03837,6.341,,60848,ev_0660
time series data/caltech/California_Garage_01/2-39-79-381-2018-08-17T14-25-18-039714.csv.gz,caltech,California_Garage_01,2018-08-17T14:25:18+00:00,2018-08-17T20:56:44+00:00,5.30992,3.414,,32503,ev_0661
time series data/caltech/California_Garage_01/2-39-88-24-2019-09-05T22-57-07-277622.csv.gz,caltech,California_Garage_01,2019-09-05T22:57:07+00:00,2019-09-06T03:07:48+00:00,4.39995,3.332,32.0,29456,ev_0662
time series data/caltech/California_Garage_02/2-6-3-1624-2019-12-12T16-58-38-008691.csv.gz,caltech,California_Garage_02,2019-12-12T16:58:39+00:00,2019-12-13T02:31:39+00:00,8.07018,10.80881,73.0,50605,ev_0663
time series data/office_01/Parking_Lot_01/19-102-260-1637-2019-09-27T18-26-50-248060.csv.gz,office_01,Parking_Lot_01,2019-09-27T18:26:50+00:00,2019-09-27T19:45:23+00:00,8.32933,6.525,32.0,15236,ev_0664
time series data/caltech/California_Garage_02/2-6-3-1364-2020-10-12T15-50-12-629263.csv.gz,caltech,California_Garage_02,2020-10-12T15:50:14+00:00,2020-10-13T00:19:57+00:00,26.6432,6.55824,0.0,66090,ev_0665
time series data/caltech/California_Garage_01/2-39-138-29-2018-08-18T05-22-47-877347.csv.gz,caltech,California_Garage_01,2018-08-18T05:22:51+00:00,2018-08-18T05:35:16+00:00,0.60511,3.499,,2578,ev_0666
time series data/caltech/California_Garage_02/2-6-3-1364-2020-03-02T16-00-33-018351.csv.gz,caltech,California_Garage_02,2020-03-02T19:10:55+00:00,2020-03-03T00:38:44+00:00,4.00289,0.0,0.0,20941,ev_0667
time series data/caltech/California_Garage_01/2-39-89-25-2018-09-02T20-37-20-992489.csv.gz,caltech,California_Garage_01,2018-09-02T20:37:21+00:00,2018-09-03T06:40:36+00:00,13.90289,3.381,,58063,ev_0668
time series data/caltech/California_Garage_01/2-39-79-380-2018-07-20T15-17-28-844729.csv.gz,caltech,California_Garage_01,2018-07-20T15:17:32+00:00,2018-07-20T19:22:02+00:00,3.44632,6.404,,21400,ev_0669
time series data/caltech/California_Garage_02/2-6-3-1632-2019-05-22T15-16-13-891605.csv.gz,caltech,California_Garage_02,2019-05-22T15:16:23+00:00,2019-05-22T15:26:19+00:00,1.24813,11.06398,80.0,1354,ev_0670
time series data/caltech/California_Garage_01/2-39-139-28-2019-02-07T16-50-22-600519.csv.gz,caltech,California_Garage_01,2019-02-07T16:50:27+00:00,2019-02-08T03:10:45+00:00,5.41883,3.307,32.0,53224,ev_0671
time series data/caltech/California_Garage_01/2-39-89-25-2018-12-07T15-54-56-859731.csv.gz,caltech,California_Garage_01,2018-12-07T15:55:00+00:00,2018-12-07T21:24:16+00:00,4.2244,3.446,32.0,32033,ev_0672
time series data/caltech/N_Wilson_Garage_01/2-137-440-2989-2020-02-13T23-07-17-448345.csv.gz,caltech,N_Wilson_Garage_01,2020-02-13T23:07:20+00:00,2020-02-14T02:25:58+00:00,19.09924,6.462,32.0,36320,ev_0673
time series data/caltech/California_Garage_01/2-39-130-31-2018-10-25T23-08-34-039469.csv.gz,caltech,California_Garage_01,2018-10-25T23:08:34+00:00,2018-10-26T00:05:54+00:00,6.33111,6.883,,10943,ev_0674
time series data/caltech/N_Wilson_Garage_01/2-137-441-3010-2020-02-24T16-48-33-634071.csv.gz,caltech,N_Wilson_Garage_01,2020-02-24T16:48:37+00:00,2020-02-24T23:28:57+00:00,7.08588,6.081,32.0,39777,ev_0675
time series data/caltech/California_Garage_01/2-39-127-19-2019-07-20T16-20-57-194008.csv.gz,caltech,California_Garage_01,2019-07-20T16:20:57+00:00,2019-07-20T23:37:03+00:00,23.20093,7.011,32.0,54747,ev_0676
time series data/caltech/California_Garage_01/2-39-78-366-2018-08-08T04-25-44-437659.csv.gz,caltech,California_Garage_01,2018-08-08T04:25:44+00:00,2018-08-08T04:27:36+00:00,0.16926,6.91288,,707,ev_0677
time series data/caltech/California_Garage_01/2-39-78-360-2018-08-26T03-50-47-293109.csv.gz,caltech,California_Garage_01,2018-08-26T03:50:47+00:00,2018-08-27T13:09:56+00:00,13.18578,6.79099,,134999,ev_0678
time series data/caltech/California_Garage_01/2-39-78-362-2018-12-14T19-39-35-934777.csv.gz,caltech,California_Garage_01,2018-12-14T19:39:40+00:00,2018-12-14T21:50:54+00:00,1.05829,1.80939,0.0,13685,ev_0679
time series data/caltech/N_Wilson_Garage_01/2-137-440-3985-2020-07-21T20-25-35-606211.csv.gz,caltech,N_Wilson_Garage_01,2020-07-21T20:25:36+00:00,2020-07-22T01:18:22+00:00,12.33545,10.36892,48.0,10444,ev_0680
time series data/caltech/California_Garage_01/2-39-123-23-2018-06-02T20-06-22-053637.csv.gz,caltech,California_Garage_01,2018-06-02T20:06:22+00:00,2018-06-02T22:19:45+00:00,12.12456,6.561,,24047,ev_0681
time series data/caltech/California_Garage_01/2-39-78-360-2019-10-09T16-28-54-674501.csv.gz,caltech,California_Garage_01,2019-10-09T16:28:56+00:00,2019-10-10T01:24:27+00:00,16.68947,6.83155,0.0,67003,ev_0682
time series data/caltech/California_Garage_01/2-39-89-25-2020-05-11T20-58-05-848503.csv.gz,caltech,California_Garage_01,2020-05-11T20:58:09+00:00,2020-05-11T23:06:13+00:00,0.82556,1.711,8.0,11506,ev_0683
time series data/caltech/California_Garage_01/2-39-78-365-2019-10-09T16-33-10-543623.csv.gz,caltech,California_Garage_01,2019-10-09T16:33:11+00:00,2019-10-09T17:21:24+00:00,0.91806,1.85016,0.0,7515,ev_0684
time series data/caltech/S_Wilson_Garage_01/2-105-277-1696-2019-12-20T00-46-06-798611.csv.gz,caltech,S_Wilson_Garage_01,2019-12-20T00:46:10+00:00,2019-12-20T01:32:40+00:00,0.41933,1.671,8.0,4758,ev_0685
time series data/caltech/California_Garage_02/2-6-3-1356-2019-04-22T15-26-32-520393.csv.gz,caltech,California_Garage_02,2019-04-22T15:26:56+00:00,2019-04-22T19:14:35+00:00,11.63327,5.99872,0.0,15169,ev_0686
time series data/caltech/N_Wilson_Garage_01/2-137-521-3844-2020-08-20T21-33-00-049732.csv.gz,caltech,N_Wilson_Garage_01,2020-08-20T21:33:00.049732+00:00,2020-08-20T21:55:32.790165+00:00,14.141,45.4875,125.0,2486,ev_0687
time series data/caltech/California_Garage_02/2-6-3-1625-2020-02-06T01-13-12-130777.csv.gz,caltech,California_Garage_02,2020-02-06T01:13:16+00:00,2020-02-06T04:18:47+00:00,19.15473,8.8594,80.0,36090,ev_0688
time series data/caltech/California_Garage_01/2-39-82-385-2019-05-18T20-50-50-127280.csv.gz,caltech,California_Garage_01,2019-05-18T20:50:50+00:00,2019-05-19T00:41:45+00:00,0.90711,1.819,8.0,17832,ev_0689
time series data/caltech/California_Garage_01/2-39-78-367-2019-09-26T22-38-05-843133.csv.gz,caltech,California_Garage_01,2019-09-26T22:38:06+00:00,2019-09-27T00:20:15+00:00,0.00369,0.28454,0.0,7924,ev_0690
time series data/caltech/California_Garage_02/2-6-3-1365-2019-04-02T14-44-27-971533.csv.gz,caltech,California_Garage_02,2019-04-02T14:44:36+00:00,2019-04-02T23:45:15+00:00,17.81024,6.25893,0.0,27520,ev_0691
time series data/jpl/Arroyo_Garage_01/1-1-178-828-2020-07-01T19-10-50-076681.csv.gz,jpl,Arroyo_Garage_01,2020-07-01T19:10:53+00:00,2020-07-02T03:02:08+00:00,8.42979,3.307,31.0,48275,ev_0692
time series data/caltech/California_Garage_01/2-39-131-30-2018-10-13T02-01-08-672362.csv.gz,caltech,California_Garage_01,2018-10-13T02:01:12+00:00,2018-10-13T17:42:39+00:00,36.11015,6.902,,91262,ev_0693
time series data/caltech/California_Garage_01/2-39-79-381-2018-06-07T11-34-38-576180.csv.gz,caltech,California_Garage_01,2018-06-07T11:34:42+00:00,2018-06-07T17:09:12+00:00,15.34459,6.561,,44749,ev_0694
time series data/caltech/N_Wilson_Garage_01/2-137-521-3843-2020-08-25T18-28-54-343067.csv.gz,caltech,N_Wilson_Garage_01,2020-08-25T18:28:54.343067+00:00,2020-08-25T18:28:55.755937+00:00,7.269,44.3474,125.0,1050,ev_0695
time series data/caltech/N_Wilson_Garage_01/2-137-441-2997-2020-06-26T17-34-02-172059.csv.gz,caltech,N_Wilson_Garage_01,2020-06-26T17:34:05+00:00,2020-06-27T01:34:26+00:00,45.28765,7.011,32.0,89748,ev_0696
time series data/caltech/California_Garage_01/2-39-90-26-2019-03-28T15-01-44-259049.csv.gz,caltech,California_Garage_01,2019-03-28T15:01:44+00:00,2019-03-28T23:42:18+00:00,3.87716,3.541,32.0,57586,ev_0697
time series data/caltech/California_Garage_01/2-39-139-28-2019-09-06T02-22-50-796284.csv.gz,caltech,California_Garage_01,2019-09-06T02:22:54+00:00,2019-09-06T03:21:09+00:00,5.8249,6.224,32.0,11865,ev_0698
time series data/caltech/California_Garage_01/2-39-79-381-2018-07-27T14-25-33-576707.csv.gz,caltech,California_Garage_01,2018-07-27T14:25:37+00:00,2018-07-27T23:55:11+00:00,8.50654,6.26,,41971,ev_0699
time series data/caltech/California_Garage_01/2-39-79-379-2018-11-09T15-47-24-725566.csv.gz,caltech,California_Garage_01,2018-11-09T15:47:28+00:00,2018-11-10T00:26:28+00:00,29.88678,7.09,32.0,87618,ev_0700
