id,type,location_id,rated_power_kw,earliest_start,latest_end,required_kwh,minimum_kwh,maximum_kwh,minimum_duration,maximum_duration,deadline,min_power,max_power,override_rate,availability_rate,state,battery_capacity_kwh,arrival_soc_pct,target_soc_pct,dataset_split,acn_source_session
ev_0260,ev,simulation_feeder_10,7.06,2026-01-15T07:45:00+05:30,2026-01-15T09:56:17+05:30,13.891,11.113,15.448,15,131,2026-01-15T09:56:17+05:30,1.4,7.06,0.0903,0.9329,available,36.67,37.2,75.1,train,time series data/caltech/California_Garage_01/2-39-90-440-2018-10-11T02-28-23-353921.csv.gz
ev_0261,ev,simulation_feeder_01,6.94,2026-01-15T04:00:00+05:30,2026-01-15T09:47:11+05:30,22.93,18.344,40.158,15,347,2026-01-15T09:47:11+05:30,1.4,6.94,0.0954,0.9398,available,43.94,21.2,73.4,train,time series data/caltech/California_Garage_02/2-6-3-1365-2019-12-01T22-44-45-213026.csv.gz
ev_0262,ev,simulation_feeder_02,8.96,2026-01-15T05:00:00+05:30,2026-01-15T05:15:00+05:30,0.298,0.238,2.24,15,15,2026-01-15T05:15:00+05:30,1.4,8.96,0.1508,0.9284,available,69.93,67.4,67.8,train,time series data/caltech/California_Garage_02/2-6-3-1627-2019-06-09T23-40-34-819334.csv.gz
ev_0263,ev,simulation_feeder_03,6.19,2026-01-15T01:30:00+05:30,2026-01-15T03:10:02+05:30,9.786,7.829,10.32,15,100,2026-01-15T03:10:02+05:30,1.4,6.19,0.1471,0.876,available,99.75,33.9,43.7,train,time series data/caltech/California_Garage_01/2-39-125-21-2018-12-05T20-01-58-543165.csv.gz
ev_0264,ev,simulation_feeder_04,3.4,2026-01-15T18:45:00+05:30,2026-01-16T03:09:12+05:30,5.25,4.2,28.571,15,504,2026-01-16T03:09:12+05:30,1.4,3.4,0.0436,0.9673,available,61.27,72.5,81.1,train,time series data/caltech/N_Wilson_Garage_01/2-137-441-3021-2020-07-06T13-27-40-028198.csv.gz
ev_0265,ev,simulation_feeder_05,1.71,2026-01-15T00:00:00+05:30,2026-01-15T08:12:38+05:30,0.898,0.718,14.04,15,492,2026-01-15T08:12:38+05:30,1.4,1.71,0.1731,0.9176,available,47.1,27.4,29.3,train,time series data/caltech/California_Garage_01/2-39-78-366-2019-03-07T18-38-50-260834.csv.gz
ev_0266,ev,simulation_feeder_06,7.04,2026-01-15T19:15:00+05:30,2026-01-16T04:15:14+05:30,28.334,22.667,63.387,15,540,2026-01-16T04:15:14+05:30,1.4,7.04,0.1769,0.8867,available,93.16,51.3,81.7,train,time series data/caltech/N_Wilson_Garage_01/2-137-441-3004-2020-06-04T13-48-45-549461.csv.gz
ev_0267,ev,simulation_feeder_07,6.74,2026-01-15T23:45:00+05:30,2026-01-16T05:34:11+05:30,29.883,23.906,39.225,15,349,2026-01-16T05:34:11+05:30,1.4,6.74,0.1293,0.9115,available,68.13,19.7,63.6,train,time series data/caltech/California_Garage_01/2-39-78-365-2019-02-08T18-16-00-785953.csv.gz
ev_0268,ev,simulation_feeder_08,6.55,2026-01-15T05:00:00+05:30,2026-01-15T06:41:21+05:30,10.576,8.461,11.064,15,101,2026-01-15T06:41:21+05:30,1.4,6.55,0.0701,0.982,available,39.99,52.3,78.7,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1696-2019-04-25T23-31-38-859273.csv.gz
ev_0269,ev,simulation_feeder_09,1.75,2026-01-15T08:15:00+05:30,2026-01-15T08:30:00+05:30,0.054,0.043,0.438,15,15,2026-01-15T08:30:00+05:30,1.4,1.75,0.124,0.9057,available,69.97,69.0,69.1,train,time series data/caltech/California_Garage_01/2-39-138-29-2019-08-13T02-49-25-998663.csv.gz
ev_0270,ev,simulation_feeder_10,22.0,2026-01-15T08:30:00+05:30,2026-01-15T09:04:14.023714+05:30,8.31,6.648,12.552,15,34,2026-01-15T09:04:14.023714+05:30,1.4,22.0,0.0723,0.9064,available,56.02,54.1,68.9,train,time series data/caltech/N_Wilson_Garage_01/2-137-521-3844-2020-06-29T03-01-59-133036.csv.gz
ev_0271,ev,simulation_feeder_01,6.51,2026-01-15T21:30:00+05:30,2026-01-16T05:10:09+05:30,13.444,10.755,49.926,15,460,2026-01-16T05:10:09+05:30,1.4,6.51,0.2195,0.956,available,54.7,14.9,39.5,train,time series data/caltech/California_Garage_01/2-39-127-19-2019-09-19T16-04-26-998082.csv.gz
ev_0272,ev,simulation_feeder_02,11.11,2026-01-15T21:45:00+05:30,2026-01-16T02:41:04+05:30,13.985,11.188,39.07,15,296,2026-01-16T02:41:04+05:30,1.4,11.11,0.1623,0.9497,available,39.07,45.0,80.8,train,time series data/caltech/California_Garage_02/2-6-3-1626-2019-11-27T16-28-13-000036.csv.gz
ev_0273,ev,simulation_feeder_03,6.63,2026-01-15T22:30:00+05:30,2026-01-16T02:52:31+05:30,27.164,21.731,29.008,15,262,2026-01-16T02:52:31+05:30,1.4,6.63,0.0899,0.9089,available,53.87,11.3,61.7,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1699-2019-12-09T17-08-57-716285.csv.gz
ev_0274,ev,simulation_feeder_04,6.57,2026-01-15T22:30:00+05:30,2026-01-16T06:32:18+05:30,19.956,15.965,52.812,15,482,2026-01-16T06:32:18+05:30,1.4,6.57,0.1506,0.9673,available,85.29,63.8,87.2,train,time series data/caltech/N_Wilson_Garage_01/2-137-440-2990-2020-11-03T17-10-48-347982.csv.gz
ev_0275,ev,simulation_feeder_05,1.4,2026-01-15T22:45:00+05:30,2026-01-15T23:31:14+05:30,1.079,0.863,1.079,15,46,2026-01-15T23:31:14+05:30,1.4,1.4,0.1324,0.9627,available,46.77,25.4,27.7,train,time series data/caltech/California_Garage_01/2-39-79-378-2019-04-08T03-09-09-668891.csv.gz
ev_0276,ev,simulation_feeder_06,1.4,2026-01-15T22:15:00+05:30,2026-01-16T05:28:41+05:30,0.665,0.532,10.119,15,433,2026-01-16T05:28:41+05:30,1.4,1.4,0.1612,0.9439,available,87.88,38.5,39.3,train,time series data/caltech/California_Garage_01/2-39-95-27-2019-06-25T16-48-25-463155.csv.gz
ev_0277,ev,simulation_feeder_07,3.57,2026-01-15T05:15:00+05:30,2026-01-15T05:30:00+05:30,0.484,0.387,0.892,15,15,2026-01-15T05:30:00+05:30,1.4,3.57,0.0943,0.9646,available,53.31,34.5,35.4,train,time series data/caltech/California_Garage_01/2-39-78-361-2018-08-13T23-53-31-247449.csv.gz
ev_0278,ev,simulation_feeder_08,1.7,2026-01-15T21:30:00+05:30,2026-01-16T06:29:23+05:30,0.85,0.68,15.283,15,539,2026-01-16T06:29:23+05:30,1.4,1.7,0.1486,0.9292,available,99.85,80.2,81.1,train,time series data/caltech/California_Garage_01/2-39-78-366-2019-11-13T16-11-30-210540.csv.gz
ev_0279,ev,simulation_feeder_09,3.5,2026-01-15T15:45:00+05:30,2026-01-15T17:45:01+05:30,5.961,4.769,7.001,15,120,2026-01-15T17:45:01+05:30,1.4,3.5,0.0306,0.9135,available,39.37,34.4,49.5,train,time series data/caltech/California_Garage_01/2-39-78-364-2018-09-23T10-26-04-138262.csv.gz
ev_0280,ev,simulation_feeder_10,5.05,2026-01-15T20:45:00+05:30,2026-01-16T08:02:19+05:30,22.933,18.346,57.007,15,677,2026-01-16T08:02:19+05:30,1.4,5.05,0.0607,0.9856,available,65.73,47.3,82.2,train,time series data/caltech/California_Garage_01/2-39-79-377-2018-07-26T15-25-52-583204.csv.gz
ev_0281,ev,simulation_feeder_01,22.0,2026-01-15T10:00:00+05:30,2026-01-15T11:06:12.966392+05:30,24.279,19.423,24.279,15,66,2026-01-15T11:06:12.966392+05:30,1.4,22.0,0.1653,0.9376,available,61.12,31.4,71.1,train,time series data/caltech/N_Wilson_Garage_01/2-137-521-3843-2020-08-21T04-36-33-281981.csv.gz
ev_0282,ev,simulation_feeder_02,6.33,2026-01-15T21:45:00+05:30,2026-01-16T06:35:47+05:30,12.86,10.288,55.998,15,530,2026-01-16T06:35:47+05:30,1.4,6.33,0.075,0.9301,available,90.76,25.2,39.4,train,time series data/caltech/California_Garage_01/2-39-139-28-2019-02-12T16-22-44-480312.csv.gz
ev_0283,ev,simulation_feeder_03,10.24,2026-01-15T10:00:00+05:30,2026-01-16T07:56:04+05:30,58.705,46.964,84.82,15,1316,2026-01-16T07:56:04+05:30,1.4,10.24,0.1826,0.8697,available,84.82,20.2,89.4,train,time series data/caltech/N_Wilson_Garage_01/2-137-440-3986-2020-08-17T04-30-43-181803.csv.gz
ev_0284,ev,simulation_feeder_04,10.25,2026-01-15T08:00:00+05:30,2026-01-15T09:50:15+05:30,18.003,14.402,18.834,15,110,2026-01-15T09:50:15+05:30,1.4,10.25,0.128,0.9249,available,65.65,44.6,72.0,train,time series data/caltech/N_Wilson_Garage_01/2-137-440-3991-2020-10-29T02-44-27-865190.csv.gz
ev_0285,ev,simulation_feeder_05,4.19,2026-01-15T21:15:00+05:30,2026-01-16T05:47:06+05:30,13.927,11.142,35.762,15,512,2026-01-16T05:47:06+05:30,1.4,4.19,0.1761,0.9395,available,43.92,56.4,88.1,train,time series data/caltech/California_Garage_01/2-39-95-444-2018-08-15T15-52-41-371569.csv.gz
ev_0286,ev,simulation_feeder_06,6.58,2026-01-15T20:30:00+05:30,2026-01-16T03:42:44+05:30,26.438,21.15,47.456,15,432,2026-01-16T03:42:44+05:30,1.4,6.58,0.0515,0.8735,available,74.71,10.5,45.9,train,time series data/caltech/California_Garage_02/2-6-3-1356-2019-07-15T15-04-49-121136.csv.gz
ev_0287,ev,simulation_feeder_07,7.05,2026-01-15T10:15:00+05:30,2026-01-16T05:26:35+05:30,13.199,10.559,82.47,15,1151,2026-01-16T05:26:35+05:30,1.4,7.05,0.0777,0.8823,available,82.47,23.6,39.6,train,time series data/caltech/California_Garage_01/2-39-79-381-2018-09-16T04-48-59-255844.csv.gz
ev_0288,ev,simulation_feeder_08,3.37,2026-01-15T22:15:00+05:30,2026-01-16T02:15:09+05:30,5.047,4.038,13.488,15,240,2026-01-16T02:15:09+05:30,1.4,3.37,0.0657,0.9515,available,95.31,25.3,30.6,train,time series data/caltech/California_Garage_01/2-39-123-23-2018-12-12T16-59-08-333943.csv.gz
ev_0289,ev,simulation_feeder_09,22.0,2026-01-15T00:30:00+05:30,2026-01-15T00:45:00+05:30,5.5,4.4,5.5,15,15,2026-01-15T00:45:00+05:30,1.4,22.0,0.213,0.9795,available,46.4,12.8,24.7,train,time series data/caltech/N_Wilson_Garage_01/2-137-521-3845-2020-08-25T19-04-59-639632.csv.gz
ev_0290,ev,simulation_feeder_10,10.24,2026-01-15T01:00:00+05:30,2026-01-15T06:15:22+05:30,26.602,21.282,53.823,15,315,2026-01-15T06:15:22+05:30,1.4,10.24,0.0404,0.8722,available,64.16,37.5,79.0,train,time series data/caltech/California_Garage_02/2-6-3-1363-2019-09-06T19-36-36-508902.csv.gz
ev_0291,ev,simulation_feeder_01,1.79,2026-01-15T22:30:00+05:30,2026-01-16T03:58:16+05:30,0.894,0.715,9.793,15,328,2026-01-16T03:58:16+05:30,1.4,1.79,0.1683,0.972,available,71.29,29.3,30.6,train,time series data/caltech/California_Garage_01/2-39-83-386-2020-11-30T17-13-29-994089.csv.gz
ev_0292,ev,simulation_feeder_02,11.03,2026-01-15T22:45:00+05:30,2026-01-16T00:35:33+05:30,3.749,2.999,20.323,15,110,2026-01-16T00:35:33+05:30,1.4,11.03,0.0553,0.9897,available,37.83,64.3,74.2,train,time series data/caltech/California_Garage_02/2-6-3-1629-2019-11-03T17-24-41-784713.csv.gz
ev_0293,ev,simulation_feeder_03,3.55,2026-01-15T06:30:00+05:30,2026-01-15T07:58:12+05:30,4.867,3.894,5.218,15,88,2026-01-15T07:58:12+05:30,1.4,3.55,0.0808,0.9223,available,53.55,50.5,59.6,train,time series data/caltech/California_Garage_01/2-39-78-367-2018-10-22T01-02-57-890851.csv.gz
ev_0294,ev,simulation_feeder_04,1.81,2026-01-15T22:15:00+05:30,2026-01-16T08:03:32+05:30,0.992,0.794,17.754,15,588,2026-01-16T08:03:32+05:30,1.4,1.81,0.194,0.9472,available,43.54,23.7,26.0,train,time series data/caltech/California_Garage_01/2-39-78-361-2019-07-09T16-48-39-885461.csv.gz
ev_0295,ev,simulation_feeder_05,2.32,2026-01-15T23:30:00+05:30,2026-01-16T14:11:16+05:30,2.077,1.662,34.076,15,881,2026-01-16T14:11:16+05:30,1.4,2.32,0.1515,0.9447,available,98.52,83.9,86.0,train,time series data/caltech/California_Garage_01/2-39-90-26-2019-05-29T18-07-17-258351.csv.gz
ev_0296,ev,simulation_feeder_06,6.56,2026-01-15T22:15:00+05:30,2026-01-16T03:58:51+05:30,37.325,29.86,37.594,15,343,2026-01-16T03:58:51+05:30,1.4,6.56,0.0647,0.9554,available,64.72,25.6,83.3,train,time series data/caltech/N_Wilson_Garage_01/2-137-441-3002-2020-02-10T16-24-39-664112.csv.gz
ev_0297,ev,simulation_feeder_07,6.54,2026-01-15T22:15:00+05:30,2026-01-16T04:54:55+05:30,22.573,18.058,43.591,15,399,2026-01-16T04:54:55+05:30,1.4,6.54,0.0737,0.9297,available,71.37,53.3,84.9,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1699-2019-12-24T16-52-15-852695.csv.gz
ev_0298,ev,simulation_feeder_08,6.39,2026-01-15T10:30:00+05:30,2026-01-15T12:52:12+05:30,12.811,10.249,15.144,15,142,2026-01-15T12:52:12+05:30,1.4,6.39,0.0412,0.9407,available,88.27,61.0,75.5,train,time series data/jpl/Arroyo_Garage_01/1-1-194-822-2020-09-23T05-07-11-155943.csv.gz
ev_0299,ev,simulation_feeder_09,22.0,2026-01-15T00:45:00+05:30,2026-01-15T01:15:15.588826+05:30,11.095,8.876,11.095,15,30,2026-01-15T01:15:15.588826+05:30,1.4,22.0,0.1537,0.9881,available,54.05,36.1,56.6,train,time series data/caltech/N_Wilson_Garage_01/2-137-521-3842-2020-12-01T19-16-35-962926.csv.gz
ev_0300,ev,simulation_feeder_10,3.62,2026-01-15T20:30:00+05:30,2026-01-15T23:52:53+05:30,8.922,7.138,12.241,15,202,2026-01-15T23:52:53+05:30,1.4,3.62,0.0789,0.8681,available,36.67,59.8,84.1,train,time series data/caltech/California_Garage_01/2-39-79-379-2018-07-26T15-11-26-672467.csv.gz
ev_0301,ev,simulation_feeder_01,6.48,2026-01-15T08:30:00+05:30,2026-01-16T21:28:53+05:30,10.254,8.203,71.94,15,2218,2026-01-16T21:28:53+05:30,1.4,6.48,0.1624,0.9108,available,71.94,15.7,30.0,train,time series data/caltech/California_Garage_02/2-6-3-1364-2019-03-25T03-04-19-807023.csv.gz
ev_0302,ev,simulation_feeder_02,13.31,2026-01-15T22:00:00+05:30,2026-01-16T05:05:13+05:30,26.414,21.131,82.46,15,425,2026-01-16T05:05:13+05:30,1.4,13.31,0.0786,0.966,available,82.46,41.0,73.0,train,time series data/caltech/California_Garage_02/2-6-3-1358-2018-12-14T16-42-06-291841.csv.gz
ev_0303,ev,simulation_feeder_03,6.58,2026-01-15T04:30:00+05:30,2026-01-15T07:46:29+05:30,11.833,9.466,21.548,15,196,2026-01-15T07:46:29+05:30,1.4,6.58,0.0488,0.9277,available,94.86,20.2,32.7,train,time series data/caltech/California_Garage_02/2-6-3-1360-2019-04-05T23-00-58-400826.csv.gz
ev_0304,ev,simulation_feeder_04,3.51,2026-01-15T22:00:00+05:30,2026-01-16T07:33:46+05:30,12.815,10.252,33.565,15,573,2026-01-16T07:33:46+05:30,1.4,3.51,0.0493,0.9528,available,61.75,37.8,58.6,train,time series data/caltech/California_Garage_01/2-39-78-362-2018-05-16T16-36-29-283563.csv.gz
ev_0305,ev,simulation_feeder_05,5.96,2026-01-15T23:15:00+05:30,2026-01-16T07:30:01+05:30,11.895,9.516,39.99,15,495,2026-01-16T07:30:01+05:30,1.4,5.96,0.0688,0.9731,available,39.99,25.9,55.6,train,time series data/caltech/California_Garage_01/2-39-90-26-2019-11-13T17-49-28-725290.csv.gz
ev_0306,ev,simulation_feeder_06,2.36,2026-01-15T07:30:00+05:30,2026-01-15T09:26:46+05:30,2.386,1.909,4.593,15,116,2026-01-15T09:26:46+05:30,1.4,2.36,0.0527,0.9329,available,54.08,43.2,47.6,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1699-2020-09-16T02-10-40-655419.csv.gz
ev_0307,ev,simulation_feeder_07,6.1,2026-01-15T22:15:00+05:30,2026-01-16T05:52:48+05:30,3.72,2.976,46.543,15,457,2026-01-16T05:52:48+05:30,1.4,6.1,0.0826,0.8661,available,56.24,28.5,35.1,train,time series data/caltech/California_Garage_01/2-39-79-377-2019-02-05T16-55-09-595057.csv.gz
ev_0308,ev,simulation_feeder_08,10.94,2026-01-15T02:00:00+05:30,2026-01-15T03:46:50+05:30,6.372,5.098,19.479,15,106,2026-01-15T03:46:50+05:30,1.4,10.94,0.0738,0.9781,available,59.08,13.9,24.7,train,time series data/caltech/California_Garage_02/2-6-3-1629-2020-02-15T20-32-24-695217.csv.gz
ev_0309,ev,simulation_feeder_09,3.27,2026-01-15T00:15:00+05:30,2026-01-15T03:50:17+05:30,11.363,9.09,11.733,15,215,2026-01-15T03:50:17+05:30,1.4,3.27,0.187,0.9368,available,70.58,69.3,85.4,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1698-2020-09-15T18-57-58-227815.csv.gz
ev_0310,ev,simulation_feeder_10,1.78,2026-01-15T07:30:00+05:30,2026-01-15T07:45:00+05:30,0.065,0.052,0.445,15,15,2026-01-15T07:45:00+05:30,1.4,1.78,0.2155,0.8864,available,94.01,34.3,34.4,train,time series data/caltech/N_Wilson_Garage_01/2-137-440-3986-2020-11-26T02-00-43-100218.csv.gz
ev_0311,ev,simulation_feeder_01,6.49,2026-01-15T02:30:00+05:30,2026-01-15T06:12:16+05:30,7.766,6.213,24.042,15,222,2026-01-15T06:12:16+05:30,1.4,6.49,0.1911,0.9373,available,78.38,64.2,74.1,train,time series data/caltech/California_Garage_01/2-39-79-382-2019-12-06T21-14-48-831578.csv.gz
ev_0312,ev,simulation_feeder_02,9.97,2026-01-15T17:00:00+05:30,2026-01-15T17:29:19+05:30,4.694,3.755,4.871,15,29,2026-01-15T17:29:19+05:30,1.4,9.97,0.1665,0.8616,available,87.21,16.6,22.0,train,time series data/caltech/N_Wilson_Garage_01/2-137-440-3993-2020-07-11T11-34-47-538676.csv.gz
ev_0313,ev,simulation_feeder_03,6.5,2026-01-15T20:30:00+05:30,2026-01-16T03:33:19+05:30,23.139,18.511,45.859,15,423,2026-01-16T03:33:19+05:30,1.4,6.5,0.0915,0.8709,available,96.34,22.6,46.6,train,time series data/caltech/California_Garage_01/2-39-91-437-2019-10-10T15-01-06-444287.csv.gz
ev_0314,ev,simulation_feeder_04,3.63,2026-01-15T09:30:00+05:30,2026-01-15T19:36:07+05:30,14.726,11.781,36.67,15,606,2026-01-15T19:36:07+05:30,1.4,3.63,0.0633,0.9531,available,74.76,44.9,64.6,train,time series data/caltech/California_Garage_01/2-39-131-30-2019-01-11T04-10-18-146190.csv.gz
ev_0315,ev,simulation_feeder_05,6.89,2026-01-15T20:30:00+05:30,2026-01-16T05:11:30+05:30,20.967,16.774,40.06,15,521,2026-01-16T05:11:30+05:30,1.4,6.89,0.2134,0.9139,available,40.06,19.7,72.0,train,time series data/caltech/California_Garage_01/2-39-79-376-2018-07-30T15-08-28-815087.csv.gz
ev_0316,ev,simulation_feeder_06,1.73,2026-01-15T05:15:00+05:30,2026-01-15T07:53:29+05:30,0.86,0.688,4.57,15,158,2026-01-15T07:53:29+05:30,1.4,1.73,0.1462,0.9324,available,93.82,12.9,13.8,train,time series data/caltech/California_Garage_01/2-39-139-28-2019-11-09T23-57-36-821481.csv.gz
ev_0317,ev,simulation_feeder_07,3.65,2026-01-15T07:15:00+05:30,2026-01-15T11:25:30+05:30,14.888,11.91,15.239,15,250,2026-01-15T11:25:30+05:30,1.4,3.65,0.121,0.9282,available,83.55,48.3,66.1,train,time series data/caltech/California_Garage_01/2-39-89-25-2018-12-07T01-59-27-487300.csv.gz
ev_0318,ev,simulation_feeder_08,3.6,2026-01-15T07:45:00+05:30,2026-01-15T18:32:59+05:30,13.908,11.126,38.879,15,647,2026-01-15T18:32:59+05:30,1.4,3.6,0.1766,0.9829,available,77.72,18.2,36.1,train,time series data/caltech/California_Garage_01/2-39-92-436-2018-10-24T02-19-39-893453.csv.gz
ev_0319,ev,simulation_feeder_09,6.19,2026-01-15T07:00:00+05:30,2026-01-15T08:10:09+05:30,6.946,5.557,7.237,15,70,2026-01-15T08:10:09+05:30,1.4,6.19,0.1373,0.8665,available,46.37,14.1,29.1,train,time series data/caltech/S_Wilson_Garage_01/2-105-277-1698-2020-05-04T01-31-22-721376.csv.gz
ev_0320,ev,simulation_feeder_10,3.33,2026-01-15T21:00:00+05:30,2026-01-16T06:01:44+05:30,4.071,3.257,30.066,15,541,2026-01-16T06:01:44+05:30,1.4,3.33,0.0737,0.9566,available,58.48,58.1,65.1,train,time series data/caltech/California_Garage_02/2-6-3-1367-2019-09-12T15-40-24-718842.csv.gz
ev_0321,ev,simulation_feeder_01,7.35,2026-01-15T21:30:00+05:30,2026-01-16T05:25:40+05:30,7.376,5.901,58.269,15,475,2026-01-16T05:25:40+05:30,1.4,7.35,0.1156,0.9341,available,77.21,29.3,38.9,train,time series data/caltech/California_Garage_02/2-6-3-1628-2020-01-16T16-11-29-722146.csv.gz
ev_0322,ev,simulation_feeder_02,3.38,2026-01-15T08:15:00+05:30,2026-01-15T09:46:38+05:30,4.821,3.857,5.162,15,91,2026-01-15T09:46:38+05:30,1.4,3.38,0.1337,0.8787,available,65.9,79.2,86.5,train,time series data/caltech/California_Garage_02/2-6-3-1367-2019-05-04T02-52-43-920179.csv.gz
ev_0323,ev,simulation_feeder_03,6.08,2026-01-15T20:30:00+05:30,2026-01-16T04:16:42+05:30,6.892,5.514,47.292,15,466,2026-01-16T04:16:42+05:30,1.4,6.08,0.0601,0.9826,available,84.54,36.0,44.2,train,time series data/caltech/California_Garage_01/2-39-125-21-2018-08-20T15-12-06-131103.csv.gz
ev_0324,ev,simulation_feeder_04,6.05,2026-01-15T11:30:00+05:30,2026-01-15T12:51:54+05:30,8.146,6.517,8.258,15,81,2026-01-15T12:51:54+05:30,1.4,6.05,0.1179,0.9336,available,97.71,22.4,30.7,train,time series data/caltech/California_Garage_02/2-6-3-1367-2019-07-02T06-12-44-386855.csv.gz
ev_0325,ev,simulation_feeder_05,16.26,2026-01-15T02:15:00+05:30,2026-01-15T02:30:00+05:30,0.342,0.274,4.065,15,15,2026-01-15T02:30:00+05:30,1.4,16.26,0.1522,0.9485,available,63.99,50.3,50.8,train,time series data/caltech/California_Garage_02/2-6-3-1625-2019-06-01T20-57-06-957723.csv.gz
ev_0326,ev,simulation_feeder_06,9.48,2026-01-15T12:00:00+05:30,2026-01-15T14:56:40+05:30,20.616,16.493,27.913,15,176,2026-01-15T14:56:40+05:30,1.4,9.48,0.0407,0.9275,available,76.94,45.2,72.0,train,time series data/caltech/California_Garage_02/2-6-3-1623-2019-08-24T06-35-01-746246.csv.gz
ev_0327,ev,simulation_feeder_07,1.7,2026-01-15T21:45:00+05:30,2026-01-16T04:58:15+05:30,0.849,0.679,12.275,15,433,2026-01-16T04:58:15+05:30,1.4,1.7,0.1859,0.9427,available,50.16,27.5,29.2,train,time series data/caltech/California_Garage_01/2-39-78-361-2019-10-10T16-23-42-744646.csv.gz
ev_0328,ev,simulation_feeder_08,6.84,2026-01-15T01:00:00+05:30,2026-01-15T06:21:49+05:30,34.542,27.634,36.687,15,321,2026-01-15T06:21:49+05:30,1.4,6.84,0.1555,0.9564,available,72.45,20.9,68.6,train,time series data/caltech/California_Garage_01/2-39-92-442-2018-07-16T19-33-52-365550.csv.gz
ev_0329,ev,simulation_feeder_09,11.02,2026-01-15T22:15:00+05:30,2026-01-15T23:05:30+05:30,3.593,2.874,9.275,15,50,2026-01-15T23:05:30+05:30,1.4,11.02,0.141,0.9101,available,61.85,60.2,66.0,train,time series data/caltech/California_Garage_02/2-6-3-1632-2020-05-25T16-58-42-185224.csv.gz
ev_0330,ev,simulation_feeder_10,22.0,2026-01-15T03:30:00+05:30,2026-01-15T03:50:00.004350+05:30,7.333,5.866,7.333,15,20,2026-01-15T03:50:00.004350+05:30,1.4,22.0,0.1316,0.9334,available,50.39,32.9,47.5,train,time series data/caltech/California_Garage_02/2-6-65-4549-2020-12-01T22-05-24-962853.csv.gz
ev_0331,ev,simulation_feeder_01,3.23,2026-01-15T21:00:00+05:30,2026-01-16T02:05:05+05:30,5.934,4.747,16.424,15,305,2026-01-16T02:05:05+05:30,1.4,3.23,0.1058,0.9455,available,99.46,71.2,77.2,train,time series data/jpl/Arroyo_Garage_01/1-1-194-821-2020-12-01T15-44-43-139270.csv.gz
ev_0332,ev,simulation_feeder_02,3.19,2026-01-15T21:30:00+05:30,2026-01-16T06:53:31+05:30,7.095,5.676,29.96,15,563,2026-01-16T06:53:31+05:30,1.4,3.19,0.042,0.8627,available,46.95,18.1,33.2,train,time series data/caltech/California_Garage_02/2-6-3-1361-2019-10-24T16-14-53-208930.csv.gz
ev_0333,ev,simulation_feeder_03,3.55,2026-01-15T21:00:00+05:30,2026-01-16T05:51:23+05:30,6.608,5.286,31.44,15,531,2026-01-16T05:51:23+05:30,1.4,3.55,0.1812,0.9417,available,70.67,39.8,49.2,train,time series data/caltech/California_Garage_01/2-39-78-361-2018-09-17T15-30-58-026852.csv.gz
ev_0334,ev,simulation_feeder_04,6.6,2026-01-15T18:30:00+05:30,2026-01-15T19:46:55+05:30,8.157,6.526,8.461,15,76,2026-01-15T19:46:55+05:30,1.4,6.6,0.1585,0.8632,available,69.93,33.2,44.9,train,time series data/caltech/California_Garage_01/2-39-139-28-2018-09-06T13-06-00-415658.csv.gz
ev_0335,ev,simulation_feeder_05,3.47,2026-01-15T23:15:00+05:30,2026-01-16T04:55:59+05:30,8.24,6.592,19.72,15,340,2026-01-16T04:55:59+05:30,1.4,3.47,0.0924,0.9188,available,39.75,26.2,46.9,train,time series data/caltech/California_Garage_01/2-39-79-378-2018-07-03T17-47-37-068997.csv.gz
